document_id,question,answer,difficulty
/pokemon_characters/psyduck_pokemon.txt,What is Psyduck's evolution based on?,The kappa.,M
/pokemon_characters/psyduck_pokemon.txt,When do Psyduck's scratch with their claws?,When threatened,M
/pokemon_characters/psyduck_pokemon.txt,Do Psyduck swim?,No,M
/pokemon_characters/psyduck_pokemon.txt,Who has been shown deep care to the Pokémon she accidentally caught?,Misty,H
/pokemon_characters/psyduck_pokemon.txt,How much is Lucy Stevens paid in Detective Pikachu?,Nothing,H
/pokemon_characters/psyduck_pokemon.txt,What does Psyduck use to scratch if threatened?,Claws,H
/pokemon_characters/psyduck_pokemon.txt,Were all the Pokémon games where Psyduck appears available worldwide?,No,H
/pokemon_characters/psyduck_pokemon.txt,Does Psyduck only live in lakes?,No.,M
/pokemon_characters/psyduck_pokemon.txt,Does Psyduck appear weak because it is weak?,No,H
/pokemon_characters/psyduck_pokemon.txt,What color is a Psyduck?,Yellow,M
/pokemon_characters/psyduck_pokemon.txt,What abou Psyduck tricks its enemies into thinking it is weak?,Its appearance,M
/pokemon_characters/psyduck_pokemon.txt,What two words is Psyduck a combination of?,"psychic and ""duck""",M
/pokemon_characters/psyduck_pokemon.txt,Is the design of Koduck praised by The Coventry Evening Telegraph ,Yes,H
/pokemon_characters/psyduck_pokemon.txt,What medical problem troubles Psyduck in the anime?,Headaches.,M
/pokemon_characters/psyduck_pokemon.txt,What has a small tuft of black hair at the top of its head?,Psyduck,M
/pokemon_characters/psyduck_pokemon.txt,Is Psyduck the only Pokemon on the livery of the first Pokemon Jet?,No,M
/pokemon_characters/psyduck_pokemon.txt,How many different designs were conceived for the first generation of Pocket Monsters?,151,M
/pokemon_characters/psyduck_pokemon.txt,Syfy refers to Psyduck as the key pokémon in the storyline of the film in 2019.,Yes,H
/pokemon_characters/psyduck_pokemon.txt,Does Psyduck play a main role in Pokémon Detective Pikachu?,Yes,M
/pokemon_characters/psyduck_pokemon.txt,Does Psyduck have wings?,No,M
/pokemon_characters/psyduck_pokemon.txt,How many claws does Psyduck's arms have?,three,M
/pokemon_characters/psyduck_pokemon.txt,Who portrayed the junior unpaid reporter in Pokemon Detective Pikachu?,Kathryn Newton,M
/pokemon_characters/psyduck_pokemon.txt,Which game where Psyduck was available as a partner was released only in Japan?,Pokémon Mystery Dungeon: Adventure Team,H
/pokemon_characters/psyduck_pokemon.txt,How many of the Psyduck in the anime were stranded from Lake Psyduck?,Nine,H
/pokemon_characters/psyduck_pokemon.txt,Is Psyduck really dimwitted?,No,M
/pokemon_characters/psyduck_pokemon.txt,How many Pokemon appear on the livery of the first Pokemon Jet?,10,H
/pokemon_characters/psyduck_pokemon.txt,Is Psyduck a source of frustration for Misty?,Yes,H
/pokemon_characters/psyduck_pokemon.txt,Who liked Psyduck when it was just charmingly dopey?,Liz Finnegan,H
/pokemon_characters/psyduck_pokemon.txt,Can a Psyduck evolve into a Golduck?,Yes,M
/pokemon_characters/psyduck_pokemon.txt,What does Koduck use to deliver scratches?,Its claws,H
/pokemon_characters/psyduck_pokemon.txt,Did Psyduck only appear in the Pokémon series?,No,H
/pokemon_characters/psyduck_pokemon.txt,Has Psyduck appeared in more than one Nintendo64 Pokemon game?,Yes.,H
/pokemon_characters/psyduck_pokemon.txt,"Psyduck has appeared in anime, films and merchandise",Yes,H
/pokemon_characters/psyduck_pokemon.txt,Does Psyduck appear in products owned by Nintendo?,Yes.,M
/pokemon_characters/psyduck_pokemon.txt,Which pokémon is a constant frustration for Misty?,Psyduck,M
